rank,gid,role,priority_score,why
1,100000008686313100,consolidator,0.9,"Вклад: роль 0.360, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
2,100000003684369100,distributor,0.86,"Вклад: роль 0.280, seed 0.180, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
3,100000005910114100,coordinator,0.845085283682,"Вклад: роль 0.400, seed 0.140, вход 0.105, посредничество 0.200. Приоритет проверки, не оценка виновности."
4,100000008346837100,coordinator,0.821955785395,"Вклад: роль 0.400, seed 0.140, вход 0.082, посредничество 0.200. Приоритет проверки, не оценка виновности."
5,100000000331309100,distributor,0.82,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
6,100000000437046100,distributor,0.82,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
7,100000001857829100,distributor,0.82,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
8,100000005933757100,distributor,0.82,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
9,100000008603629100,distributor,0.82,"Вклад: роль 0.280, seed 0.140, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
10,100000008477350100,distributor,0.816577375558,"Вклад: роль 0.280, seed 0.140, вход 0.197, посредничество 0.200. Приоритет проверки, не оценка виновности."
11,100000006866783100,distributor,0.8,"Вклад: роль 0.280, seed 0.120, вход 0.200, посредничество 0.200. Приоритет проверки, не оценка виновности."
12,100000003016635100,distributor,0.789128314182,"Вклад: роль 0.280, seed 0.120, вход 0.189, посредничество 0.200. Приоритет проверки, не оценка виновности."
13,100000007908818100,consolidator,0.786574192937,"Вклад: роль 0.360, seed 0.200, вход 0.200, посредничество 0.027. Приоритет проверки, не оценка виновности."
14,100000003115284100,consolidator,0.779129859871,"Вклад: роль 0.360, seed 0.200, вход 0.200, посредничество 0.019. Приоритет проверки, не оценка виновности."
15,100000004569484100,coordinator,0.771676634889,"Вклад: роль 0.400, seed 0.140, вход 0.032, посредничество 0.200. Приоритет проверки, не оценка виновности."
16,100000005704413100,coordinator,0.771522836694,"Вклад: роль 0.400, seed 0.140, вход 0.032, посредничество 0.200. Приоритет проверки, не оценка виновности."
17,100000002957787100,coordinator,0.767373262609,"Вклад: роль 0.400, seed 0.140, вход 0.027, посредничество 0.200. Приоритет проверки, не оценка виновности."
18,100000006889963100,consolidator,0.763766654579,"Вклад: роль 0.360, seed 0.200, вход 0.200, посредничество 0.004. Приоритет проверки, не оценка виновности."
19,100000004015047100,consolidator,0.763425579558,"Вклад: роль 0.360, seed 0.200, вход 0.200, посредничество 0.003. Приоритет проверки, не оценка виновности."
20,100000001072022100,consolidator,0.76,"Вклад: роль 0.360, seed 0.200, вход 0.200, посредничество 0.000. Приоритет проверки, не оценка виновности."
