cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,278,1,31237334.24,100000008686313100;100000005910114100;100000000437046100,"Группа из 278 узлов, seed 1; кандидаты: консолидация 24, распределение 10. Связность требует проверки."
1,270,1,10178044,100000002578405100;100000001697501100;100000002527114100,"Группа из 270 узлов, seed 1; кандидаты: консолидация 0, распределение 3. Связность требует проверки."
2,138,3,18838290,100000003684369100;100000001072022100;100000008165763100,"Группа из 138 узлов, seed 3; кандидаты: консолидация 2, распределение 6. Связность требует проверки."
3,133,0,17433528,100000001857829100;100000008603629100;100000007908818100,"Группа из 133 узлов, seed 0; кандидаты: консолидация 3, распределение 5. Связность требует проверки."
4,127,7,18414962.28,100000003016635100;100000008636603100;100000002939838100,"Группа из 127 узлов, seed 7; кандидаты: консолидация 4, распределение 3. Связность требует проверки."
5,126,0,24907250.33,100000000331309100;100000006889963100;100000003796063100,"Группа из 126 узлов, seed 0; кандидаты: консолидация 6, распределение 1. Связность требует проверки."
6,106,4,16242879.02,100000004015047100;100000002894076100;100000005778283100,"Группа из 106 узлов, seed 4; кандидаты: консолидация 7, распределение 3. Связность требует проверки."
7,106,0,6254194.67,100000004569484100;100000005704413100;100000008104567100,"Группа из 106 узлов, seed 0; кандидаты: консолидация 1, распределение 3. Связность требует проверки."
8,104,1,21747439.59,100000001875239100;100000002718366100;100000002793881100,"Группа из 104 узлов, seed 1; кандидаты: консолидация 12, распределение 7. Связность требует проверки."
9,56,3,13397542,100000003404627100;100000002547110100;100000008547844100,"Группа из 56 узлов, seed 3; кандидаты: консолидация 4, распределение 3. Связность требует проверки."
10,53,1,2993313,100000001899164100;100000002679516100;100000002973903100,"Группа из 53 узлов, seed 1; кандидаты: консолидация 3, распределение 1. Связность требует проверки."
11,53,1,5947339,100000003115284100;100000000343175100;100000001463701100,"Группа из 53 узлов, seed 1; кандидаты: консолидация 1, распределение 1. Связность требует проверки."
12,52,5,4171441,100000008346837100;100000004004621100;100000001236706100,"Группа из 52 узлов, seed 5; кандидаты: консолидация 2, распределение 0. Связность требует проверки."
13,51,0,13990812,100000001282143100;100000002956769100;100000003031003100,"Группа из 51 узлов, seed 0; кандидаты: консолидация 3, распределение 3. Связность требует проверки."
14,44,0,10215968.84,100000005933757100;100000002605308100;100000005222360100,"Группа из 44 узлов, seed 0; кандидаты: консолидация 2, распределение 1. Связность требует проверки."
15,41,1,4209955.28,100000004156082100;100000003221384100;100000004820260100,"Группа из 41 узлов, seed 1; кандидаты: консолидация 0, распределение 1. Связность требует проверки."
16,41,0,5151924.19,100000003242289100;100000006225798100;100000008413748100,"Группа из 41 узлов, seed 0; кандидаты: консолидация 1, распределение 2. Связность требует проверки."
17,30,0,8045494,100000008710843100;100000001887715100;100000001303311100,"Группа из 30 узлов, seed 0; кандидаты: консолидация 3, распределение 1. Связность требует проверки."
18,30,1,6513430,100000003854444100;100000008546855100;100000001690558100,"Группа из 30 узлов, seed 1; кандидаты: консолидация 1, распределение 1. Связность требует проверки."
19,26,14,2289450,100000005523088100;100000004403675100;100000005382566100,"Группа из 26 узлов, seed 14; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
20,20,0,617900,100000006308406100;100000003154105100;100000000723383100,"Группа из 20 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
21,18,0,3422800,100000003701161100;100000001822623100;100000003824464100,"Группа из 18 узлов, seed 0; кандидаты: консолидация 1, распределение 0. Связность требует проверки."
22,17,1,21586840,100000004399686100;100000002224132100;100000004603109100,"Группа из 17 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
23,17,1,2977887,100000004144536100;100000004160650100;100000003031890100,"Группа из 17 узлов, seed 1; кандидаты: консолидация 1, распределение 1. Связность требует проверки."
24,15,0,850450,100000002472632100;100000001526235100;100000005505655100,"Группа из 15 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
25,15,0,3626010,100000006704530100;100000003122817100;100000008461532100,"Группа из 15 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
26,15,0,3436955,100000003111305100;100000005171642100;100000001985793100,"Группа из 15 узлов, seed 0; кандидаты: консолидация 1, распределение 0. Связность требует проверки."
27,14,0,1605604,100000000838385100;100000007382543100;100000002860934100,"Группа из 14 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
28,13,1,1392916,100000003164661100;100000004192865100;100000005077484100,"Группа из 13 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
29,13,0,6748650,100000000821507100;100000002911170100;100000008258083100,"Группа из 13 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
30,11,0,3784703,100000003557488100;100000000733940100;100000005042822100,"Группа из 11 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
31,10,0,322010,100000000993112100;100000002691858100;100000008172352100,"Группа из 10 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
32,10,0,1727065,100000005519998100;100000005767403100;100000004076740100,"Группа из 10 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
33,9,0,1406982,100000007647294100;100000001445848100;100000002217161100,"Группа из 9 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
34,8,0,2473417.91,100000008175078100;100000008675322100;100000004906181100,"Группа из 8 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
35,8,0,389000,100000002214207100;100000000600707100;100000004066370100,"Группа из 8 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
36,7,0,143000,100000005911352100;100000000507799100;100000002217806100,"Группа из 7 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
37,7,0,3077000,100000001053894100;100000002594214100;100000002241986100,"Группа из 7 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
38,7,0,1765600,100000007865484100;100000008551752100;100000003631015100,"Группа из 7 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
39,7,0,1268308,100000006232642100;100000008011159100;100000003664994100,"Группа из 7 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
40,6,1,1615030,100000008736940100;100000008751429100;100000005456919100,"Группа из 6 узлов, seed 1; кандидаты: консолидация 2, распределение 0. Связность требует проверки."
41,6,1,1527967,100000005183943100;100000007939160100;100000003888271100,"Группа из 6 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
42,6,0,2540000,100000004479404100;100000002922000100;100000004717647100,"Группа из 6 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
43,6,1,275885,100000005895525100;100000002462183100;100000005056870100,"Группа из 6 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
44,6,0,2534500,100000003747133100;100000005075949100;100000004722765100,"Группа из 6 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
45,6,0,720900,100000006638021100;100000008333492100;100000002794374100,"Группа из 6 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
46,6,1,383300,100000005546031100;100000004331458100;100000004094958100,"Группа из 6 узлов, seed 1; кандидаты: консолидация 1, распределение 0. Связность требует проверки."
47,5,0,1189154,100000000291906100;100000004722630100;100000000291908100,"Группа из 5 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
48,5,0,172000,100000004659919100;100000005031696100;100000002700161100,"Группа из 5 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
49,5,0,338950,100000008190411100;100000003133045100;100000004747154100,"Группа из 5 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
50,5,0,1138730,100000007330432100;100000003692843100;100000002371892100,"Группа из 5 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
51,5,1,2809200,100000007507343100;100000004135268100;100000004979498100,"Группа из 5 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
52,5,2,108007,100000006562026100;100000007347733100;100000008129393100,"Группа из 5 узлов, seed 2; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
53,4,0,460000,100000000201868100;100000003192220100;100000006069103100,"Группа из 4 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
54,4,0,518000,100000003163886100;100000002205022100;100000000629812100,"Группа из 4 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
55,4,1,1404980,100000001872484100;100000000785800100;100000008601794100,"Группа из 4 узлов, seed 1; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
56,4,0,1595700,100000001131403100;100000001052945100;100000004616845100,"Группа из 4 узлов, seed 0; кандидаты: консолидация 0, распределение 0. Связность требует проверки."
